d,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,state
7302971649,birmingham,10500,2010,acura,mdx,excellent,6 cylinders,gas,173000,clean,automatic,2HNYD2H65AH517085,4wd,full-size,SUV,grey,al
7302922924,birmingham,3999,2008,dodge,caliber,,4 cylinders,gas,127083,rebuilt,automatic,1B3HB48B38D578805,fwd,,hatchback,black,al
7302903439,birmingham,28500,1966,,NOVA WAGON,good,8 cylinders,gas,86000,clean,automatic,116356W169501,rwd,mid-size,wagon,blue,al
7302868997,birmingham,3950,1997,lincoln,town car,,8 cylinders,gas,116895,clean,automatic,1LNLM82W7VY661871,rwd,,sedan,white,al
7302830829,birmingham,34995,2015,ford,f250 super duty 4x4,,,gas,84526,clean,automatic,1FD7X2B60FEB07855,4wd,,,white,al
7302819529,birmingham,28300,2019,bmw,430 gran coupe,excellent,4 cylinders,gas,16000,clean,automatic,,rwd,,hatchback,white,al
7302801947,birmingham,5980,2005,acura,tl,,,gas,179000,clean,automatic,,,,,,al
7302801177,birmingham,6980,2008,toyota,avalon,,,gas,158000,clean,automatic,,,,,,al
7302800707,birmingham,3550,2009,kia,rio,,4 cylinders,gas,167205,clean,automatic,KNADE223896510321,rwd,,sedan,orange,al
7302766210,birmingham,4000,2002,toyota,corolla le,like new,4 cylinders,gas,125000,clean,automatic,,fwd,full-size,sedan,,al
7302787317,birmingham,5980,2006,chrysler,300c,,,gas,160000,clean,automatic,,,,,,al
7302783925,birmingham,7480,2013,hyundai,sonata gls,,,gas,117000,clean,automatic,,,,,,al
7302781021,birmingham,24800,2013,chevrolet,avalance,,8 cylinders,gas,104352,clean,automatic,,4wd,,,white,al
7302780995,birmingham,7980,2008,nissan,titan,,,gas,200000,clean,automatic,,,,,,al
7302763527,birmingham,0,2015,ford,e350 bus,,,gas,55000,clean,automatic,,,,,,al
7302753016,birmingham,43590,2016,audi,s7 sedan 4d,good,8 cylinders,gas,52366,clean,other,WAUW2AFC4GN052480,,,sedan,,al
7302752687,birmingham,0,1903,chevrolet,corvette,,,gas,,clean,,7275856000,,,other,,al
7302748469,birmingham,9900,2015,dodge,grand caravan,,6 cylinders,gas,95936,clean,automatic,,fwd,,,white,al
7302734392,birmingham,8990,2013,,smart fortwo Passion Hatchback,good,,gas,59072,clean,automatic,WMEEJ3BA2DK636540,rwd,,coupe,silver,al
7302733553,birmingham,31500,2019,ford,f150,,6 cylinders,gas,106054,clean,automatic,,4wd,,,white,al
7302720839,birmingham,4400,2006,buick,lacrosse,,6 cylinders,gas,124201,clean,automatic,2G4WC582961280594,fwd,,sedan,white,al
7302715307,birmingham,34990,2019,infiniti,q70 3.7 luxe sedan 4d,good,,other,16505,clean,other,JN1BY1AR0KM580014,,,sedan,black,al
7302688439,birmingham,26990,2014,lexus,ls 460 sedan 4d,good,,other,96454,clean,automatic,JTHBL5EF9E5130801,rwd,,sedan,red,al
7302654882,birmingham,17990,2020,mitsubishi,outlander sport es,good,,other,16631,clean,other,JA4AP3AU6LU017301,,,hatchback,,al
7302635003,birmingham,3400,2006,ford,taurus,,6 cylinders,gas,126139,clean,automatic,1FAFP53U96A229397,fwd,,sedan,grey,al
7302624031,birmingham,18500,2002,ford,f-350,like new,8 cylinders,diesel,203000,clean,automatic,,rwd,,truck,white,al
7302622547,birmingham,34590,2020,infiniti,qx50 luxe sport utility,good,,other,3542,clean,other,3PCAJ5M11LF110384,fwd,,hatchback,brown,al
7302622559,birmingham,25990,2018,mitsubishi,outlander phev gt,good,,electric,13938,clean,other,JA4J24A5XJZ061637,4wd,,SUV,,al
7302596634,birmingham,31890,2017,lexus,rc,,6 cylinders,gas,73372,clean,automatic,JTHHE5BC7H5017397,rwd,,coupe,black,al
7302587320,birmingham,11987,2012,lexus,ct 200h f-sport,excellent,4 cylinders,gas,117000,clean,automatic,JTHKD5BH4C2055247,fwd,mid-size,hatchback,white,al
7302579163,birmingham,49990,2020,cadillac,xt5 sport suv 4d,good,6 cylinders,gas,4322,clean,other,1GYKNGRS0LZ193218,,,SUV,white,al
7302560775,birmingham,26995,2015,ford,f-250,,,diesel,210000,clean,automatic,,4wd,,,,al
7302552989,birmingham,18700,2015,audi,a3 tdi premium,excellent,,diesel,11000,clean,automatic,,,,,black,al
7302551916,birmingham,23161,2019,chrysler,300,,,gas,23461,clean,automatic,2C3CCAAG5KH589958,rwd,,,red,al
7302551913,birmingham,27900,2018,ford,f-150,,,gas,50396,clean,automatic,1FTEX1CP7JKD49145,rwd,,,red,al
7302551891,birmingham,12307,2018,kia,soul,,,gas,95056,clean,automatic,KNDJP3A58J7592011,fwd,,,red,al
7302551866,birmingham,16520,2017,hyundai,santa fe sport,,,gas,69999,clean,automatic,5XYZU3LB2HG416678,fwd,,,,al
7302548373,birmingham,8977,2011,nissan,murano,,,gas,144503,clean,automatic,JN8AZ1MU5BW062981,fwd,,,red,al
7302548340,birmingham,10477,2009,chevrolet,colorado,,,gas,0,clean,automatic,1GCCS139X98156780,,,,black,al
7302520129,birmingham,32590,2017,lexus,rx 350 sport utility 4d,good,6 cylinders,gas,20425,clean,other,2T2ZZMCA7HC068818,fwd,,SUV,blue,al
7302488912,birmingham,29890,2017,infiniti,qx70,,6 cylinders,gas,32913,clean,automatic,JN8CS1MW5HM411107,,,SUV,black,al
7302456100,birmingham,5250,1999,ford,f-150,fair,8 cylinders,gas,248000,missing,automatic,,rwd,,pickup,red,al
7302444351,birmingham,45000,2007,chevrolet,corvette,like new,8 cylinders,gas,18000,clean,manual,,rwd,,convertible,black,al
7302444227,birmingham,55000,2001,ford,excursion,excellent,10 cylinders,gas,88000,clean,automatic,,4wd,full-size,SUV,blue,al
7302444082,birmingham,45000,2004,,Hummer H2,like new,8 cylinders,gas,48000,clean,automatic,,4wd,full-size,SUV,black,al
7302443955,birmingham,130000,2019,chevrolet,corvette,like new,8 cylinders,gas,5000,clean,automatic,,rwd,,coupe,blue,al
7302443619,birmingham,5500,2009,jeep,patriot,good,6 cylinders,gas,158000,clean,automatic,,rwd,mid-size,SUV,silver,al
7302443351,birmingham,15000,2003,volvo,vnl 780,good,,diesel,1000000,clean,manual,,,full-size,truck,white,al
7302443171,birmingham,4200,2007,honda,odyssey,good,6 cylinders,gas,195000,clean,automatic,,fwd,mid-size,mini-van,green,al
7302442993,birmingham,55000,2002,,freightliner fl60,excellent,,diesel,110000,clean,automatic,,,mid-size,truck,white,al
7302442089,birmingham,4500,2008,dodge,durango,excellent,8 cylinders,gas,190000,clean,automatic,,rwd,full-size,SUV,,al
7302442003,birmingham,6000,2010,chevrolet,cobalt,fair,,gas,80000,clean,automatic,,,compact,coupe,red,al
7302441839,birmingham,5500,2008,ford,focus,excellent,6 cylinders,gas,115000,clean,automatic,,,mid-size,sedan,,al
7302433496,birmingham,9000,2011,audi,a5,good,4 cylinders,gas,102380,clean,automatic,,4wd,compact,coupe,black,al
7302415559,birmingham,4800,1996,toyota,4runner 4wd,good,6 cylinders,gas,314000,clean,automatic,,4wd,,SUV,green,al
7302400790,birmingham,4100,2010,hyundai,elantra touring,,4 cylinders,gas,130206,rebuilt,manual,KMHDC8AE1AU064894,fwd,,wagon,grey,al
7302343569,birmingham,3500,2009,hyundai,accent,,4 cylinders,gas,111387,rebuilt,automatic,KMHCN46C69U298613,fwd,,sedan,white,al
7302320525,birmingham,3300,1994,bmw,318ic cabrio,fair,4 cylinders,gas,304000,clean,manual,WBABK6328RED15065,rwd,mid-size,convertible,black,al
7302273017,birmingham,3450,2003,ford,explorer,,6 cylinders,,228634,clean,automatic,1FMZU63K03UB46001,rwd,,SUV,red,al
7302262459,birmingham,3650,2009,saturn,aura,like new,6 cylinders,gas,127658,clean,automatic,,fwd,full-size,sedan,brown,al
7302246929,birmingham,199,2017,dodge,charger,,,gas,21737,clean,automatic,,,,,,al
7302204772,birmingham,37590,2019,acura,mdx advance pkg sport,good,,other,30356,clean,other,5J8YD3H83KL005134,,,other,silver,al
7302200204,birmingham,21250,2002,ford,thunderbird,new,8 cylinders,gas,15996,clean,automatic,,fwd,compact,convertible,yellow,al
7302195889,birmingham,21250,2002,ford,thunderbird,new,8 cylinders,gas,15996,clean,automatic,,fwd,compact,convertible,yellow,al
7302190724,birmingham,4500,2007,buick,lucerne,,6 cylinders,gas,116250,clean,automatic,1G4HD57257U150261,fwd,,sedan,grey,al
7302177121,birmingham,15990,2016,,Scion iM Hatchback 4D,good,,gas,40668,clean,other,JTNKARJE4GJ519735,fwd,,hatchback,red,al
7302165874,birmingham,0,2014,,Freightliner Cascadia,,,diesel,100,clean,automatic,,,,,,al
7302136072,birmingham,45590,2020,acura,mdx sh-awd w/advance pkg,good,6 cylinders,gas,21711,clean,other,5J8YD4H88LL002883,,,other,,al
7302135961,birmingham,43590,2020,acura,mdx sh-awd w/technology,good,6 cylinders,gas,12012,clean,other,5J8YD4H50LL000485,,,other,silver,al
7302136124,birmingham,42990,2020,acura,mdx technology pkg sport,good,,other,3207,clean,other,5J8YD3H53LL000555,fwd,,other,white,al
7302135993,birmingham,43990,2020,acura,mdx sh-awd w/technology,good,6 cylinders,gas,1944,clean,other,5J8YD4H50LL043305,,,SUV,silver,al
7302136125,birmingham,9000,2015,volkswagen,passat wolfsburg,excellent,4 cylinders,gas,99000,clean,automatic,,fwd,mid-size,sedan,silver,al
7302105553,birmingham,1,2005,gmc,envoy,excellent,8 cylinders,gas,181000,clean,automatic,,4wd,full-size,SUV,white,al
7302101757,birmingham,3999,2006,pontiac,grand prix,,6 cylinders,gas,207238,clean,automatic,2G2WP552061255472,fwd,,sedan,white,al
7302096466,birmingham,34900,2019,dodge,grand caravan handicap wheelchair rear entry,,6 cylinders,,22194,clean,automatic,2C4RDGEG3KR663310,fwd,,other,blue,al
7302095613,birmingham,0,2018,toyota,rav4,excellent,4 cylinders,gas,29594,clean,automatic,JTMYFREV8JJ160844,fwd,,SUV,white,al
7302086800,birmingham,18750,2005,,"GMC, Ford, Freightliner & More",,,diesel,161087,clean,automatic,,,,,,al
7302084698,birmingham,32997,2018,lexus,es,excellent,6 cylinders,gas,21300,clean,automatic,58ABK1GG8JU114385,fwd,,sedan,,al
7302084592,birmingham,47999,2013,ford,super duty f-250 srw,excellent,8 cylinders,diesel,37088,clean,automatic,1FT7W2BT0DEA48140,4wd,,pickup,,al
7302062798,birmingham,28990,,,CX-5,,4 cylinders,gas,9193,clean,automatic,JM3KFADM2K0531978,fwd,,SUV,white,al
7302049655,birmingham,41590,2020,acura,mdx sh-awd w/technology,good,6 cylinders,gas,20003,clean,other,5J8YD4H56LL010471,,,SUV,,al
7302026085,birmingham,36590,2018,acura,mdx advance and,good,,other,19139,clean,automatic,5J8YD3H99JL001628,fwd,,SUV,,al
7302017283,birmingham,20989,2019,toyota,camry,,,gas,43464,clean,automatic,4T1B11HK7KU716273,fwd,,,white,al
7302017244,birmingham,18988,2016,nissan,altima,,,gas,8876,clean,automatic,1N4AL3AP9GC173958,fwd,,,silver,al
7302017229,birmingham,37500,2018,ford,f-150,,,gas,30026,clean,automatic,1FTEW1EP0JFD83808,4wd,,,blue,al
7302017232,birmingham,26990,2019,nissan,frontier,,,gas,12373,clean,automatic,1N6DD0ER9KN772402,rwd,,,black,al
7302013420,birmingham,0,2005,ford,f-150,,,gas,223976,clean,automatic,1FTPX12515KC84940,rwd,,,,al
7302013412,birmingham,15477,2008,jeep,wrangler,,,gas,105284,clean,manual,1J4FA54108L565117,4wd,,,red,al
7302009967,birmingham,1000,2021,,SPECIAL FINANCE PROGRAM 2021,fair,other,other,1400,clean,other,,,full-size,bus,green,al
7302009728,birmingham,40988,2020,jeep,gladiator,like new,6 cylinders,gas,27955,clean,automatic,,4wd,mid-size,SUV,black,al
7301991502,birmingham,28750,2017,ram,1500,good,8 cylinders,gas,54000,clean,automatic,,rwd,,,black,al
7301980505,birmingham,39990,2020,acura,mdx sh-awd sport utility,good,6 cylinders,gas,1237,clean,other,5J8YD4H39LL041518,,,other,white,al
7301953611,birmingham,13495,2014,chevrolet,malibu,,4 cylinders,gas,100022,clean,automatic,1G11G5SX0EF171495,fwd,,sedan,red,al
7301948113,birmingham,32000,2013,gmc,sierra denali,excellent,8 cylinders,gas,95000,clean,manual,,4wd,,truck,black,al
7301878330,birmingham,3950,1997,ford,crown victoria,,8 cylinders,gas,210965,clean,automatic,2FALP73W6VX235633,rwd,,sedan,red,al
7301871839,birmingham,9500,1995,chevrolet,p30 step van,good,,gas,220000,clean,automatic,,,,,,al
7301853565,birmingham,32500,1968,chevrolet,c-10 truck,like new,,gas,4709,clean,automatic,,,,,,al
7301843551,birmingham,40000,2017,ford,f-150,like new,6 cylinders,gas,44000,clean,automatic,1FTEW1CG4HFB04535,rwd,full-size,truck,blue,al
7301836570,birmingham,4400,2003,lexus,rx 300,,6 cylinders,gas,193058,clean,automatic,JTJGF10UX30153153,fwd,,SUV,blue,al
7301832018,birmingham,5500,1988,nissan,300zx turbo,,,gas,220000,clean,manual,,,,,,al
7301826544,birmingham,5980,2008,toyota,sienna,,6 cylinders,gas,212579,,automatic,5TDZK22C38S198697,fwd,,,white,al
7301812553,birmingham,4380,2007,hyundai,entourage,,6 cylinders,gas,185852,,automatic,KNDMC233176024731,fwd,,van,blue,al
7301803311,birmingham,3250,2002,mercedes-benz,c230 kompressor,,,gas,210000,clean,manual,,,,,,al
7301797864,birmingham,6980,2011,bmw,3 series,,6 cylinders,gas,147608,,manual,WBAPH7G50BNM57427,rwd,,sedan,black,al
7301789939,birmingham,4250,2007,chrysler,pt cruiser,,4 cylinders,gas,94093,clean,automatic,3A8FY68B77T582695,fwd,,sedan,red,al
7301782139,birmingham,5940,2009,mini,cooper hardtop 2 door,,4 cylinders,gas,149835,,manual,WMWMF33529TW72711,fwd,,coupe,red,al
7301766353,birmingham,5970,2010,nissan,altima,,4 cylinders,gas,122584,,automatic,1N4AL2AP4AC166269,fwd,,sedan,grey,al
7301756162,birmingham,2950,2004,ford,taurus,good,6 cylinders,gas,193049,clean,automatic,,fwd,mid-size,sedan,silver,al
7301754615,birmingham,21990,2020,hyundai,sonata se sedan 4d,good,,other,13793,clean,other,5NPEG4JA0LH041512,,,sedan,blue,al
7301749959,birmingham,20990,2020,kia,soul s wagon 4d,good,,gas,2421,clean,other,KNDJ23AU1L7721375,fwd,,wagon,black,al
7301749733,birmingham,4980,2004,gmc,yukon xl,,8 cylinders,,248251,,automatic,3GKEC16Z04G325231,rwd,,SUV,silver,al
7301737005,birmingham,2850,2001,ford,taurus,,6 cylinders,gas,161662,clean,automatic,1FAFP55U71A194378,fwd,,sedan,green,al
7301732807,birmingham,20900,,,a RAV4,,4 cylinders,gas,21324,,automatic,JTMWFREV4JJ206774,fwd,,SUV,,al
7301728912,birmingham,38990,2020,acura,rdx advance pkg sport,good,,gas,14028,clean,other,5J8TC1H76LL009494,fwd,,SUV,white,al
7301715352,birmingham,4980,2011,chevrolet,cruze,,4 cylinders,gas,197456,,automatic,1G1PF5S9XB7157494,fwd,,sedan,grey,al
7301711414,birmingham,51990,2018,cadillac,escalade esv premium,good,8 cylinders,other,72367,clean,automatic,1GYS4JKJ6JR198941,4wd,,SUV,black,al
7301711415,birmingham,30990,2018,mercedes-benz,metris passenger,good,,gas,7896,clean,other,WD4PG2EE2J3420861,rwd,,van,black,al
7301707242,birmingham,7500,2004,gmc,sierra,good,8 cylinders,gas,187265,clean,automatic,,rwd,full-size,pickup,brown,al
7301698280,birmingham,6980,2012,nissan,maxima,,6 cylinders,gas,170461,,automatic,1N4AA5AP5CC854386,fwd,,sedan,red,al
7301684448,birmingham,21500,1990,toyota,hilux,new,4 cylinders,diesel,72000,clean,manual,,4wd,full-size,truck,grey,al
7301682080,birmingham,52990,2020,jaguar,e-pace p300 r-dynamic se,good,,gas,79,clean,other,SADFL2GX2L1Z91107,,,other,white,al
7301681797,birmingham,3000,2006,chevrolet,cobalt,,4 cylinders,gas,213149,clean,automatic,1G1AZ58F167757465,fwd,,sedan,,al
7301681679,birmingham,11980,2013,infiniti,g37 sedan,,6 cylinders,gas,0,,automatic,JN1CV6AP2DM300508,rwd,,sedan,silver,al
7301654236,birmingham,35590,2017,lincoln,navigator l select sport,good,6 cylinders,gas,76216,clean,automatic,5LMJJ3JT0HEL13925,4wd,,SUV,white,al
7301654156,birmingham,29890,2013,tesla,model s,,,electric,61591,clean,automatic,5YJSA1DN4DFP11483,rwd,,sedan,grey,al
7301633183,birmingham,57990,2020,mercedes-benz,e-class e 450,good,,other,6502,clean,other,WDDZF6JB2LA708148,,,sedan,black,al
7301630824,birmingham,21688,2020,nissan,kicks,,,gas,7575,clean,automatic,3N1CP5DV4LL500636,fwd,,,,al
7301630799,birmingham,27988,2020,nissan,altima,,,gas,15139,clean,automatic,1N4BL4FW4LC155761,,,,blue,al
7301630800,birmingham,22488,2020,nissan,rogue,,,gas,17013,clean,automatic,5N1AT2MT8LC710645,fwd,,,green,al
7301630802,birmingham,33988,2019,nissan,frontier,,,gas,11939,clean,automatic,1N6AD0EV7KN878847,4wd,,,red,al
7301628907,birmingham,20977,2017,subaru,outback,,,gas,103664,clean,automatic,4S4BSENC5H3286565,,,,blue,al
7301628901,birmingham,12977,2010,ford,f-150,,,gas,200224,clean,automatic,1FTFW1CV0AKE30803,,,,,al
7301619753,birmingham,30990,2017,alfa-romeo,romeo giulia sedan 4d,good,,gas,19835,clean,other,ZARFAEBN6H7548414,rwd,,sedan,,al
7301592117,birmingham,28990,2006,,Bentley Continental GT,,12 cylinders,gas,148774,clean,automatic,SCBCR63W16C030477,,,coupe,,al
7316836950,dothan,28998,2020,ford,edge sel,excellent,,gas,7943,clean,automatic,2FMPK3J96LBA19917,,,,,al
7316814899,dothan,22590,2010,chevrolet,silverado 1500,good,8 cylinders,gas,71229,clean,other,1GCSCSE06AZ123805,,,pickup,blue,al
7316807211,dothan,34159,2018,ram,1500 slt 4wd pickup truck,,,gas,48980,clean,automatic,,,,,,al
7316775176,dothan,39590,2020,chevrolet,silverado 1500 crew,good,8 cylinders,gas,19160,clean,other,3GCPWCED5LG130317,,,pickup,red,al
7316774946,dothan,30990,2017,toyota,tundra double cab sr,good,8 cylinders,gas,41124,clean,other,5TFRM5F17HX120972,,,pickup,red,al
7316754780,dothan,31499,2019,ram,1500 classic slt 4wd,,,gas,39364,clean,automatic,,,,,,al
7316562295,dothan,40000,1990,,Chevelot,excellent,,gas,29260,clean,automatic,,,,pickup,black,al
7316535594,dothan,37164,2020,ford,edge st line,,,gas,12,clean,automatic,,,,,,al
7316512282,dothan,49900,2019,lexus,rx 450h,new,6 cylinders,hybrid,1900,clean,automatic,2T2BGMCA9KC043093,4wd,full-size,SUV,white,al
7316503799,dothan,2800,1999,gmc,suburban k1500 4x4,good,8 cylinders,gas,300000,clean,automatic,,4wd,,SUV,,al
7316484530,dothan,51325,2020,ford,f150 lariat 4wd,,,gas,5503,clean,automatic,,,,,,al
7316471756,dothan,3900,2003,gmc,envoy,excellent,6 cylinders,gas,165000,clean,automatic,,rwd,,,white,al
7316452976,dothan,12345,1997,toyota,tacoma,,6 cylinders,gas,255000,clean,manual,,4wd,,,white,al
7316380520,dothan,34990,2018,jeep,grand cherokee trailhawk,good,6 cylinders,gas,37509,clean,other,1C4RJFLG1JC138453,4wd,,other,black,al
7316349411,dothan,27990,2012,gmc,sierra 2500 hd extended cab,good,8 cylinders,gas,68696,clean,other,1GT220CG8CZ231238,4wd,,pickup,black,al
7316319305,dothan,42532,2018,ford,f150 xlt 4wd,,,gas,22818,clean,automatic,,,,,,al
7316318948,dothan,11989,2016,dodge,journey sxt,excellent,,gas,112282,clean,automatic,3C4PDCBG9GT141385,,,,,al
7316291314,dothan,34590,2016,chevrolet,silverado 1500 double,good,6 cylinders,gas,29499,clean,other,1GCVKREH6GZ228691,4wd,,pickup,silver,al
7316247932,dothan,27345,2019,honda,crv touring suv,,,gas,23005,clean,automatic,,,,,,al
7316223602,dothan,31966,2019,ram,1500 classic slt,,,gas,31810,clean,automatic,,,,,,al
7316181955,dothan,36990,2018,gmc,sierra 1500 double cab sle,good,8 cylinders,gas,23424,clean,other,2GTV2MECXJ1106083,4wd,,pickup,black,al
7316181863,dothan,39590,2020,ford,mustang gt premium coupe 2d,good,8 cylinders,gas,1419,clean,other,1FA6P8CF5L5136223,rwd,,coupe,white,al
7315961634,dothan,99999999,1993,ford,ranger,,,gas,99999,clean,automatic,,,,,,al
7315890415,dothan,3000,2010,dodge,avenger r/t,,,gas,197456,clean,automatic,,,,,,al
7315853176,dothan,24590,2016,jeep,wrangler sport suv 2d,good,6 cylinders,gas,66313,clean,other,1C4AJWAG3GL227997,4wd,,other,white,al
7315810755,dothan,32990,2017,jeep,wrangler unlimited sport,good,6 cylinders,gas,30041,clean,other,1C4BJWDG5HL705371,4wd,,other,silver,al
7315810643,dothan,24590,2017,chevrolet,silverado 1500 regular,good,6 cylinders,gas,40784,clean,other,1GCNCNEH7HZ118773,,,pickup,white,al
7315765953,dothan,27990,2014,toyota,tacoma access cab pickup,good,,other,17805,clean,other,5TFTX4CN3EX042751,,,pickup,red,al
7315742516,dothan,25990,2019,acura,ilx premium pkg sedan 4d,good,,gas,5120,clean,other,19UDE2F71KA015222,fwd,,sedan,red,al
7315736881,dothan,10400,2011,toyota,sienna xle,excellent,6 cylinders,gas,159400,clean,automatic,,,,mini-van,red,al
7315563641,dothan,1,2012,,all,good,,gas,100000,clean,automatic,,,,,,al
7315472478,dothan,33590,2014,gmc,sierra 1500 crew cab slt,good,8 cylinders,gas,57923,clean,other,3GTP1VEC4EG551563,,,pickup,white,al
7315468383,dothan,5500,2001,bmw,7 series,good,8 cylinders,gas,116000,clean,automatic,,,,,,al
7315465742,dothan,13250,2016,kia,soul,excellent,4 cylinders,gas,99000,clean,automatic,,,,,grey,al
7315463696,dothan,7600,2013,mazda,2,good,4 cylinders,gas,139000,clean,automatic,,,,,green,al
7315461004,dothan,12525,2013,hyundai,tucson,excellent,4 cylinders,gas,134000,clean,automatic,,,,,white,al
7315329970,dothan,33590,2014,toyota,tundra crewmax sr5 pickup,good,,other,55251,clean,other,5TFEY5F15EX169621,,,pickup,red,al
7315303765,dothan,5300,2012,chevrolet,malibu,,,gas,145000,clean,automatic,,,,,,al
7315245358,dothan,31590,2018,toyota,4runner sr5 sport utility,good,6 cylinders,gas,62496,clean,other,JTEZU5JR6J5175276,,,other,red,al
7315245325,dothan,29990,2016,chevrolet,colorado extended cab,good,6 cylinders,gas,17302,clean,other,1GCHTCE37G1186784,4wd,,pickup,red,al
7315245328,dothan,32990,2019,dodge,challenger r/t coupe 2d,good,8 cylinders,gas,2676,clean,other,2C3CDZBT6KH724310,rwd,,coupe,white,al
7315114300,dothan,20682,2020,ford,ecosport titanium suv,,,gas,10,clean,automatic,,,,,,al
7315083529,dothan,3500,2004,honda,accord,good,,gas,212795,clean,automatic,,,,,,al
7314978394,dothan,10075,2012,toyota,corolla,excellent,4 cylinders,gas,111000,clean,automatic,,,,,white,al
7314922423,dothan,34590,2018,ford,f150 super cab xl pickup 4d,good,6 cylinders,gas,20856,clean,other,1FTEX1CBXJKD41626,,,pickup,white,al
7314906573,dothan,2200,2001,cadillac,deville,,,gas,103000,clean,automatic,,,,,,al
7314903688,dothan,30990,2019,ford,ranger supercrew xl pickup,good,,gas,5468,clean,other,1FTER4EH2KLB19171,,,pickup,white,al
7314854550,dothan,38990,2020,ford,f150 supercrew cab xlt,good,6 cylinders,gas,12231,clean,other,1FTEW1CP4LFB84170,,,pickup,,al
7314833468,dothan,12767,2016,chevrolet,equinox ls suv,,,gas,83443,clean,automatic,,,,,,al
7314823177,dothan,38590,2011,chevrolet,corvette grand sport,good,8 cylinders,gas,30237,clean,other,1G1YR3DW3B5102190,rwd,,other,red,al
7314823168,dothan,34990,2018,ram,1500 quad cab big horn,good,6 cylinders,other,22064,clean,other,1C6RR7GG0JS247282,4wd,,pickup,silver,al
7314816573,dothan,13000,1999,,1999 Corvette,excellent,8 cylinders,gas,139900,clean,automatic,,rwd,,,red,al
7314793227,dothan,16900,2015,chevrolet,traverse l t,excellent,6 cylinders,gas,71363,clean,automatic,,rwd,full-size,SUV,grey,al
7314773182,dothan,33993,2020,ford,ranger xlt,,,gas,3,clean,automatic,,,,,,al
7314677292,dothan,4200,2009,hyundai,sonata,excellent,4 cylinders,gas,93000,clean,automatic,,fwd,compact,sedan,black,al
7314614493,dothan,43499,2020,chevrolet,silverado 1500 lt,,,gas,28710,clean,automatic,,,,,,al
7314572816,dothan,52905,2020,ford,f150 4x4 lariat,,,gas,7655,clean,automatic,,,,,,al
7314568727,dothan,0,2020,ford,f150 xlt 4wd,,,gas,759,clean,automatic,,,,,,al
7314521949,dothan,23590,2017,nissan,frontier king cab sv,good,,gas,37091,clean,other,1N6BD0CT1HN724133,fwd,,pickup,red,al
7314521870,dothan,17990,2013,subaru,xv crosstrek premium,good,,gas,57371,clean,other,JF2GPAVC1D2886375,,,hatchback,blue,al
7314521851,dothan,30990,2016,chevrolet,colorado crew cab z71,good,,other,34940,clean,other,1GCGTDE32G1341288,4wd,,pickup,blue,al
7314521880,dothan,30990,2017,nissan,frontier crew cab pro-4x,good,6 cylinders,gas,31095,clean,other,1N6DD0EV9HN769618,4wd,,pickup,white,al
7314521802,dothan,39590,2017,chevrolet,camaro ss coupe 2d,good,8 cylinders,gas,10496,clean,other,1G1FE1R71H0109878,rwd,,coupe,white,al
7314519808,dothan,9900,2012,mini,cooper countryman s,excellent,4 cylinders,gas,108301,clean,automatic,WMWZC3C59CWL84771,fwd,mid-size,hatchback,green,al
7314514243,dothan,10900,2012,mini,cooper hardtop s,excellent,4 cylinders,gas,92000,clean,automatic,WMWSV3C54CT387140,fwd,mid-size,hatchback,blue,al
7314421645,dothan,64998,2020,ford,expedition limited,excellent,,gas,26806,clean,automatic,1FMJU2AT7LEA29432,,,,white,al
7314405076,dothan,16811,2018,ford,escape se,,,gas,40566,clean,automatic,,,,,,al
7314392466,dothan,24000,2018,toyota,camry,,,gas,38000,clean,automatic,,,,,,al
7314283689,dothan,17998,2017,toyota,camry se,excellent,,gas,43184,clean,automatic,4T1BF1FKXHU440894,,,,black,al
7314143328,dothan,24000,2018,honda,accord sport,excellent,4 cylinders,gas,49300,clean,automatic,,,,,,al
7314130686,dothan,63814,2020,ram,2500 laramie,,,diesel,18938,clean,automatic,,,,,,al
7313997571,dothan,35758,2018,ford,f150 xlt 4wd,,,gas,51758,clean,automatic,,,,,,al
7313993073,dothan,5850,2009,ford,fusion,good,4 cylinders,gas,228000,clean,automatic,,,,,white,al
7313897346,dothan,4550,2002,lincoln,ls,good,6 cylinders,gas,221916,clean,automatic,,,,sedan,,al
7313895456,dothan,5325,2007,chevrolet,impala,good,6 cylinders,gas,349000,clean,automatic,,,,,black,al
7313888461,dothan,54241,2020,ford,f150 lariat 4wd,,,gas,11994,clean,automatic,,,,,,al
7313888368,dothan,28082,2017,ford,explorer limited,,,gas,47596,clean,automatic,,,,,,al
7313804252,dothan,10000,1965,volvo,,,,gas,99999,clean,manual,,,,,,al
7313780283,dothan,31590,2020,mazda,mx-5 miata club,good,,gas,2195,clean,other,JM1NDAC74L0413665,rwd,,other,,al
7313775814,dothan,31590,2019,cadillac,xt4 sport suv 4d,good,,other,12102,clean,other,1GYFZER40KF121673,fwd,,hatchback,black,al
7313775947,dothan,27990,2020,ford,ranger supercab xl pickup,good,,gas,10688,clean,other,1FTER1EH1LLA36301,,,pickup,white,al
7313775759,dothan,26990,2016,ford,f150 regular cab xl pickup,good,6 cylinders,gas,14230,clean,other,1FTMF1CP3GKD62143,,,pickup,black,al
7313775671,dothan,16590,2016,jeep,renegade sport suv 4d,good,,gas,35835,clean,other,ZACCJBAW9GPC62449,4wd,,other,red,al
